class,words
ham,"['am', 'on', 'the', 'way', 'to', 'ur', 'home']"
ham,"['dizzamn', 'aight', 'ill', 'ask', 'my', 'suitemates', 'when', 'get', 'back']"
ham,"['nimbomsons', 'yep', 'phone', 'knows', 'that', 'one', 'obviously', 'cos', 'thats', 'real', 'word']"
ham,"['love', 'to', 'cuddle', 'want', 'to', 'hold', 'you', 'in', 'my', 'strong', 'arms', 'right', 'now']"
ham,"['in', 'this', 'continent']"
ham,"['well', 'you', 'pay', 'over', 'like', 'ltgt', 'yrs', 'so', 'its', 'not', 'too', 'difficult']"
spam,"['bored', 'housewives', 'chat', 'date', 'now', 'btnational', 'rate', 'pmin', 'only', 'from', 'landlines']"
spam,"['we', 'tried', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sms', 'for', 'video', 'mobile', 'mins', 'unlimited', 'text', 'free', 'camcorder', 'reply', 'or', 'call', 'now', 'del', 'thurs']"
ham,"['kkwhen', 'will', 'you', 'give', 'treat']"
spam,"['this', 'is', 'the', 'nd', 'time', 'we', 'have', 'tried', 'to', 'contact', 'have', 'won', 'the', 'prize', 'claim', 'is', 'easy', 'just', 'call', 'now', 'only', 'per', 'minute', 'btnationalrate']"
ham,"['hes', 'just', 'gonna', 'worry', 'for', 'nothing', 'and', 'he', 'wont', 'give', 'you', 'money', 'its', 'no', 'use']"
ham,"['did', 'you', 'get', 'any', 'gift', 'this', 'year', 'didnt', 'get', 'anything', 'so', 'bad']"
ham,"['somewhere', 'out', 'there', 'beneath', 'the', 'pale', 'moon', 'light', 'someone', 'think', 'in', 'of', 'some', 'where', 'out', 'there', 'where', 'dreams', 'come', 'true', 'goodnite', 'amp', 'sweet', 'dreams']"
ham,"['well', 'theres', 'pattern', 'emerging', 'of', 'my', 'friends', 'telling', 'me', 'to', 'drive', 'up', 'and', 'come', 'smoke', 'with', 'them', 'and', 'then', 'telling', 'me', 'that', 'im', 'weed', 'fiendmake', 'them', 'smoke', 'too', 'muchimpede', 'their', 'doing', 'other', 'things', 'so', 'you', 'see', 'how', 'im', 'hesitant']"
ham,"['ow', 'deyi', 'paid', 'thousadi', 'told', 'would', 'call']"
ham,"['im', 'fine', 'babes', 'aint', 'been', 'up', 'much', 'tho', 'saw', 'scary', 'movie', 'yest', 'its', 'quite', 'funny', 'want', 'mrw', 'afternoon', 'at', 'town', 'or', 'mall', 'or', 'sumthinxx']"
ham,"['im', 'reaching', 'home', 'in', 'min']"
ham,"['forgot', 'you', 'were', 'working', 'today', 'wanna', 'chat', 'but', 'things', 'are', 'ok', 'so', 'drop', 'me', 'text', 'when', 'youre', 'free', 'bored', 'etc', 'and', 'ill', 'ring', 'hope', 'all', 'is', 'well', 'nose', 'essay', 'and', 'all', 'xx']"
ham,"['ha', 'then', 'we', 'must', 'walk', 'to', 'everywhere', 'cannot', 'take', 'tram', 'my', 'cousin', 'said', 'can', 'walk', 'to', 'vic', 'market', 'from', 'our', 'hotel']"
spam,"['wan', 'win', 'meetgreet', 'with', 'westlife', 'or', 'they', 'are', 'currently', 'on', 'what', 'tour', 'unbreakable', 'untamed', 'unkempt', 'text', 'or', 'to', 'cost', 'std', 'text']"
spam,"['please', 'call', 'our', 'customer', 'service', 'representative', 'on', 'freephone', 'between', 'ampm', 'as', 'you', 'have', 'won', 'guaranteed', 'cash', 'or', 'prize']"
ham,"['discussed', 'with', 'your', 'mother', 'ah']"
ham,['ok']
ham,"['sorry', 'cant', 'text', 'amp', 'drive', 'coherently', 'see', 'you', 'in', 'twenty']"
spam,"['you', 'will', 'be', 'receiving', 'this', 'weeks', 'triple', 'echo', 'ringtone', 'shortly', 'enjoy', 'it']"
ham,"['in', 'which', 'place', 'can', 'get', 'rooms', 'cheap']"
ham,"['eek', 'thats', 'lot', 'of', 'time', 'especially', 'since', 'american', 'pie', 'is', 'like', 'minutes', 'long', 'cant', 'stop', 'singing', 'it']"
ham,"['gran', 'onlyfound', 'out', 'afew', 'days', 'agocusoon', 'honi']"
spam,"['uve', 'been', 'selected', 'to', 'stay', 'in', 'of', 'top', 'british', 'hotels', 'for', 'nothing', 'holiday', 'valued', 'at', 'dial', 'to', 'claim', 'national', 'rate', 'call', 'bx', 'swss']"
ham,"['university', 'of', 'southern', 'california']"
ham,"['we', 'have', 'to', 'pick', 'rayan', 'macleran', 'there']"
ham,"['gd', 'lor', 'go', 'shopping', 'got', 'stuff', 'to', 'do', 'wan', 'watch', 'infernal', 'affairs', 'not', 'come', 'lar']"
ham,"['well', 'balls', 'time', 'to', 'make', 'calls']"
ham,"['wat', 'time', 'wan', 'today']"
ham,"['ltgt', 'in', 'mca', 'but', 'not', 'conform']"
ham,"['oh', 'ok', 'wats', 'ur', 'email']"
ham,"['yes', 'princess', 'are', 'you', 'going', 'to', 'make', 'me', 'moan']"
ham,"['lol', 'its', 'ok', 'didnt', 'remember', 'til', 'last', 'nite']"
ham,"['anyway', 'many', 'good', 'evenings', 'to']"
ham,"['cool', 'ill', 'text', 'you', 'in', 'few']"
ham,"['sorry', 'vikky', 'im', 'watching', 'olave', 'mandara', 'movie', 'kano', 'in', 'trishul', 'theatre', 'wit', 'my', 'frnds']"
ham,"['im', 'very', 'happy', 'for', 'you', 'babe', 'woo', 'hoo', 'party', 'on', 'dude']"
ham,"['am', 'taking', 'you', 'for', 'italian', 'food', 'how', 'about', 'pretty', 'dress', 'with', 'no', 'panties']"
ham,"['wot', 'up', 'thout', 'were', 'gonna', 'call', 'me', 'txt', 'bak', 'luv']"
spam,"['you', 'are', 'chosen', 'to', 'receive', 'award', 'pls', 'call', 'claim', 'number', 'to', 'collect', 'your', 'award', 'which', 'you', 'are', 'selected', 'to', 'receive', 'as', 'valued', 'mobile', 'customer']"
ham,"['how', 'are', 'you', 'holding', 'up']"
ham,"['dont', 'flatter', 'yourself', 'tell', 'that', 'man', 'of', 'mine', 'two', 'pints', 'of', 'carlin', 'in', 'ten', 'minutes', 'please']"
ham,"['hope', 'you', 'are', 'not', 'scared']"
ham,"['cant', 'pick', 'the', 'phone', 'right', 'now', 'pls', 'send', 'message']"
ham,"['im', 'at', 'home', 'ready']"
spam,"['please', 'call', 'our', 'customer', 'service', 'representative', 'on', 'freephone', 'between', 'ampm', 'as', 'you', 'have', 'won', 'guaranteed', 'cash', 'or', 'prize']"
ham,"['what', 'time', 'do', 'get', 'out']"
ham,"['am', 'literally', 'in', 'bed', 'and', 'have', 'been', 'up', 'for', 'like', 'ltgt', 'hours']"
ham,"['yes', 'my', 'reg', 'is', 'ciao']"
ham,"['if', 'you', 'mean', 'the', 'website', 'yes']"
spam,"['win', 'cash', 'prize', 'or', 'prize', 'worth']"
spam,"['thanks', 'for', 'your', 'ringtone', 'order', 'reference', 'number', 'xyour', 'mobile', 'will', 'be', 'charged', 'should', 'your', 'tone', 'not', 'arrive', 'please', 'call', 'customer', 'services']"
ham,"['lol', 'or', 'could', 'just', 'starve', 'and', 'lose', 'pound', 'by', 'the', 'end', 'of', 'the', 'day']"
ham,"['yeah', 'thats', 'the', 'impression', 'got']"
ham,"['ok', 'ok', 'take', 'care', 'can', 'understand']"
ham,"['motivate', 'behind', 'every', 'darkness', 'there', 'is', 'shining', 'light', 'waiting', 'for', 'you', 'to', 'find', 'it', 'behind', 'every', 'best', 'friend', 'there', 'is', 'always', 'trust', 'and', 'love', 'bslvyl']"
ham,"['ya', 'ok', 'then', 'had', 'dinner']"
ham,"['was', 'slept', 'that', 'timeyou', 'there']"
ham,"['dont', 'make', 'ne', 'plans', 'for', 'nxt', 'wknd', 'coz', 'she', 'wants', 'us', 'to', 'come', 'down', 'then', 'ok']"
ham,"['when', 'is', 'school', 'starting', 'where', 'will', 'you', 'stay', 'whats', 'the', 'weather', 'like', 'and', 'the', 'food', 'do', 'you', 'have', 'social', 'support', 'system', 'like', 'friends', 'in', 'the', 'school', 'all', 'these', 'things', 'are', 'important']"
ham,"['ha', 'ha', 'nan', 'yalrigu', 'heltiniiyo', 'kothi', 'chikku', 'shared', 'many', 'things', 'wit', 'meso', 'far', 'didnt', 'told', 'any', 'body', 'and', 'even', 'uttered', 'word', 'abt', 'if', 'ur', 'trusting', 'me', 'so', 'much', 'how', 'can', 'tell', 'these', 'to', 'others', 'plz', 'nxt', 'time', 'dont', 'use', 'those', 'words', 'to', 'meok', 'chikkub']"
ham,"['noice', 'text', 'me', 'when', 'youre', 'here']"
ham,"['hi', 'di', 'is', 'yijue', 'were', 'meeting', 'at', 'pm', 'at', 'esaplanade', 'tonight']"
spam,"['moby', 'pub', 'quizwin', 'high', 'street', 'prize', 'if', 'know', 'who', 'the', 'new', 'duchess', 'of', 'cornwall', 'will', 'be', 'txt', 'her', 'first', 'name', 'to', 'unsub', 'stop', 'sp']"
spam,"['this', 'weeks', 'savamob', 'member', 'offers', 'are', 'now', 'accessible', 'just', 'call', 'for', 'details', 'savamob', 'pobox', 'la', 'wu', 'only', 'week', 'savamob', 'offers', 'mobile']"
ham,"['aight', 'ive', 'been', 'set', 'free', 'think', 'you', 'could', 'text', 'me', 'blakes', 'address', 'it', 'occurs', 'to', 'me', 'im', 'not', 'quite', 'as', 'sure', 'what', 'im', 'doing', 'as', 'thought', 'was']"
ham,"['hi', 'dear', 'we', 'saw', 'dear', 'we', 'both', 'are', 'happy', 'where', 'you', 'my', 'battery', 'is', 'low']"
ham,"['how', 'are', 'you', 'its', 'been', 'ages', 'hows', 'abj']"
ham,"['prof', 'you', 'have', 'passed', 'in', 'all', 'the', 'papers', 'in', 'this', 'sem', 'congrats', 'student', 'enna', 'kalaachutaarama', 'prof', 'gud', 'mrng']"
ham,"['dont', 'kick', 'coco', 'when', 'hes', 'down']"
ham,"['fyi', 'im', 'gonna', 'call', 'you', 'sporadically', 'starting', 'at', 'like', 'ltgt', 'bc', 'we', 'are', 'not', 'not', 'doin', 'this', 'shit']"
spam,"['you', 'are', 'being', 'contacted', 'by', 'our', 'dating', 'service', 'by', 'someone', 'you', 'know', 'to', 'find', 'out', 'who', 'it', 'is', 'call', 'from', 'your', 'mobile', 'or', 'landline', 'poboxldns']"
spam,"['tbspersolvo', 'been', 'chasing', 'us', 'since', 'sept', 'for', 'definitely', 'not', 'paying', 'now', 'thanks', 'to', 'your', 'information', 'we', 'will', 'ignore', 'them', 'kath', 'manchester']"
ham,"['hope', 'you', 're', 'not', 'having', 'too', 'much', 'fun', 'without', 'me', 'see', 'tomorrow', 'love', 'jess']"
ham,"['ok', 'wont', 'call', 'or', 'disturb', 'any', 'one', 'know', 'all', 'are', 'avoiding', 'me', 'am', 'burden', 'for', 'all']"
ham,"['ive', 'reached', 'home', 'bathe', 'liao', 'can', 'call', 'me', 'now']"
spam,"['loans', 'for', 'any', 'purpose', 'even', 'if', 'you', 'have', 'bad', 'credit', 'tenants', 'welcome', 'call', 'noworriesloanscom', 'on']"
ham,"['was', 'the', 'actual', 'exam', 'harder', 'than', 'nbme']"
ham,"['lot', 'of', 'this', 'sickness', 'thing', 'going', 'round', 'take', 'it', 'easy', 'hope', 'feel', 'better', 'soon', 'lol']"
ham,"['god', 'picked', 'up', 'flower', 'and', 'dippeditinadew', 'lovingly', 'touched', 'itwhichturnedinto', 'and', 'the', 'he', 'gifted', 'tomeandsaidthis', 'friend', 'is']"
spam,"['kick', 'off', 'new', 'season', 'with', 'wks', 'free', 'goals', 'news', 'to', 'ur', 'mobile', 'txt', 'ur', 'club', 'name', 'to', 'eg', 'villa', 'to']"
ham,"['hey', 'sathya', 'till', 'now', 'we', 'dint', 'meet', 'not', 'even', 'single', 'time', 'then', 'how', 'can', 'saw', 'the', 'situation', 'sathya']"
ham,"['gam', 'gone', 'after', 'outstanding', 'innings']"
ham,"['played', 'smash', 'bros', 'ltgt', 'religiously']"
ham,"['sir', 'good', 'morning', 'hope', 'you', 'had', 'good', 'weekend', 'called', 'to', 'let', 'you', 'know', 'that', 'was', 'able', 'to', 'raise', 'ltgt', 'from', 'my', 'dad', 'he', 'however', 'said', 'he', 'would', 'make', 'the', 'rest', 'available', 'by', 'mid', 'feb', 'this', 'amount', 'is', 'still', 'quite', 'short', 'and', 'was', 'hoping', 'you', 'would', 'help', 'do', 'have', 'good', 'day', 'abiola']"
ham,"['hurry', 'home', 'soup', 'is', 'done']"
ham,"['no', 'no', 'will', 'check', 'all', 'rooms', 'befor', 'activities']"
ham,"['good', 'afternoon', 'my', 'love', 'it', 'was', 'good', 'to', 'see', 'your', 'words', 'on', 'ym', 'and', 'get', 'your', 'tm', 'very', 'smart', 'move', 'my', 'slave', 'smiles', 'drink', 'my', 'coffee', 'and', 'await', 'you']"
ham,"['quite', 'ok', 'but', 'bit', 'ex', 'better', 'go', 'eat', 'smth', 'now', 'else', 'ill', 'feel', 'guilty']"
spam,"['orange', 'brings', 'you', 'ringtones', 'from', 'all', 'time', 'chart', 'heroes', 'with', 'free', 'hit', 'each', 'week', 'go', 'to', 'ringtones', 'pics', 'on', 'wap', 'to', 'stop', 'receiving', 'these', 'tips', 'reply', 'stop']"
ham,"['lemme', 'know', 'when', 'youre', 'here']"
spam,"['private', 'your', 'account', 'statement', 'for', 'shows', 'unredeemed', 'points', 'call', 'identifier', 'code', 'expires']"
ham,"['he', 'needs', 'to', 'stop', 'going', 'to', 'bed', 'and', 'make', 'with', 'the', 'fucking', 'dealing']"
ham,"['how', 'are', 'you', 'my', 'love', 'are', 'you', 'with', 'your', 'brother', 'time', 'to', 'talk', 'english', 'with', 'him', 'grins', 'say', 'hey', 'muhommad', 'penny', 'says', 'hello', 'from', 'across', 'the', 'sea']"
spam,"['we', 'tried', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sms', 'for', 'video', 'mobile', 'mins', 'unlimited', 'text', 'free', 'camcorder', 'reply', 'of', 'call', 'now']"
ham,"['hey', 'doc', 'pls', 'want', 'to', 'get', 'nice', 'shirt', 'for', 'my', 'hubby', 'nice', 'fiting', 'ones', 'my', 'budget', 'is', 'ltgt', 'help', 'pls', 'will', 'load', 'card', 'abi', 'hwkeep', 'me', 'posted', 'luv', 'mj']"
ham,"['remain', 'unconvinced', 'that', 'this', 'isnt', 'an', 'elaborate', 'test', 'of', 'my', 'willpower']"
ham,"['life', 'is', 'nothing', 'wen', 'get', 'everything', 'but', 'life', 'is', 'everything', 'wen', 'miss', 'something', 'real', 'value', 'of', 'people', 'wil', 'be', 'realized', 'only', 'in', 'their', 'absence', 'gud', 'mrng']"
ham,"['how', 'are', 'you', 'miss', 'you']"
ham,"['aint', 'answerin', 'no', 'phone', 'at', 'what', 'is', 'actually', 'pretty', 'reasonable', 'hour', 'but', 'im', 'sleepy']"
ham,"['hey', 'is', 'rite', 'put', 'evey', 'mnth', 'is', 'that', 'all']"
ham,"['am', 'going', 'to', 'bed', 'now', 'prin']"
ham,"['think', 'just', 'yourself', 'thanks', 'and', 'see', 'you', 'tomo']"
ham,"['if', 'dun', 'drive', 'then', 'how', 'go', 'sch']"
ham,"['not', 'at', 'home', 'now', 'lei']"
spam,"['gsoh', 'good', 'with', 'spam', 'the', 'ladiesu', 'could', 'male', 'gigolo', 'join', 'the', 'uks', 'fastest', 'growing', 'mens', 'club', 'reply', 'oncall', 'mjzgroup', 'stop', 'reply', 'stop', 'msg', 'rcvd']"
ham,"['ok', 'then', 'will', 'come', 'to', 'ur', 'home', 'after', 'half', 'an', 'hour']"
spam,"['have', 'secret', 'admirer', 'who', 'is', 'looking', 'make', 'contact', 'with', 'ufind', 'out', 'who', 'they', 'rreveal', 'who', 'thinks', 'ur', 'so', 'specialcall', 'on']"
ham,"['do', 'hav', 'any', 'frnd', 'by', 'name', 'ashwini', 'in', 'ur', 'college']"
ham,"['jus', 'finish', 'my', 'lunch', 'on', 'my', 'way', 'home', 'lor', 'tot', 'dun', 'wan', 'stay', 'in', 'sch', 'today']"
ham,"['then', 'marrow', 'are', 'you', 'coming', 'to', 'class']"
spam,"['hot', 'live', 'fantasies', 'call', 'now', 'just', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'is', 'national', 'rate', 'call']"
ham,"['pls', 'send', 'me', 'your', 'address', 'sir']"
ham,"['want', 'to', 'lick', 'your', 'pussy', 'now']"
ham,"['yo', 'you', 'gonna', 'still', 'be', 'in', 'stock', 'tomorrowtoday', 'im', 'trying', 'to', 'get', 'dubsack']"
spam,"['urgent', 'your', 'mobile', 'number', 'has', 'been', 'awarded', 'ukp', 'prize', 'guaranteed', 'call', 'from', 'landline', 'claim', 'valid', 'hrs', 'only', 'ppm']"
ham,"['ill', 'see', 'but', 'prolly', 'yeah']"
ham,"['thought', 'we', 'could', 'go', 'out', 'for', 'dinner', 'ill', 'treat', 'you', 'seem', 'ok']"
ham,"['where', 'are', 'you', 'what', 'do', 'you', 'do', 'how', 'can', 'you', 'stand', 'to', 'be', 'away', 'from', 'me', 'doesnt', 'your', 'heart', 'ache', 'without', 'me', 'dont', 'you', 'wonder', 'of', 'me', 'dont', 'you', 'crave', 'me']"
ham,"['sorry', 'you', 'never', 'hear', 'unless', 'you', 'book', 'it', 'one', 'was', 'kinda', 'jokethet', 'were', 'really', 'looking', 'for', 'skinny', 'white', 'girls', 'the', 'other', 'was', 'one', 'lineyou', 'can', 'only', 'do', 'so', 'much', 'on', 'camera', 'with', 'that', 'something', 'like', 'that', 'theyre', 'casting', 'on', 'the', 'look']"
ham,"['what', 'you', 'doinghow', 'are', 'you']"
ham,"['sure', 'thing', 'big', 'man', 'have', 'hockey', 'elections', 'at', 'shouldn', 'go', 'on', 'longer', 'than', 'an', 'hour', 'though']"
ham,"['watch', 'lor', 'saw', 'few', 'swatch', 'one', 'thk', 'quite', 'ok', 'ard', 'but', 'need', 'nd', 'opinion', 'leh']"
ham,"['hiya', 'do', 'like', 'the', 'hlday', 'pics', 'looked', 'horrible', 'in', 'them', 'so', 'took', 'mo', 'out', 'hows', 'the', 'camp', 'amrca', 'thing', 'speak', 'soon', 'serena']"
ham,"['babe', 'how', 'goes', 'that', 'day', 'what', 'are', 'you', 'up', 'to', 'miss', 'you', 'already', 'my', 'love', 'loving', 'kiss', 'hope', 'everything', 'goes', 'well']"
ham,"['yunny', 'im', 'goin', 'to', 'be', 'late']"
ham,"['doc', 'prescribed', 'me', 'morphine', 'cause', 'the', 'other', 'pain', 'meds', 'arent', 'enough', 'waiting', 'for', 'my', 'mom', 'to', 'bring', 'it', 'that', 'med', 'should', 'kick', 'in', 'fast', 'so', 'im', 'gonna', 'try', 'to', 'be', 'on', 'later']"
ham,"['cool', 'want', 'me', 'to', 'go', 'to', 'kappa', 'or', 'should', 'meet', 'you', 'outside', 'mu']"
ham,"['hey', 'sexy', 'buns', 'have', 'told', 'you', 'adore', 'you', 'loverboy', 'hope', 'you', 'remember', 'to', 'thank', 'your', 'sister', 'in', 'law', 'for', 'those', 'meatballs', 'grins', 'love', 'you', 'babe']"
ham,"['may', 'approve', 'panalambut', 'it', 'should', 'have', 'more', 'posts']"
spam,"['spjanuary', 'male', 'sale', 'hot', 'gay', 'chat', 'now', 'cheaper', 'call', 'national', 'rate', 'from', 'pmin', 'cheap', 'to', 'pmin', 'peak', 'to', 'stop', 'texts', 'call', 'pmin']"
ham,"['sorry', 'ill', 'call', 'later']"
ham,"['dont', 'thnk', 'its', 'wrong', 'calling', 'between', 'us']"
ham,"['me', 'im', 'not', 'workin', 'once', 'get', 'job']"
ham,"['and', 'by', 'when', 'youre', 'done', 'mean', 'now']"
ham,"['its', 'ur', 'luck', 'to', 'love', 'someone', 'its', 'ur', 'fortune', 'to', 'love', 'the', 'one', 'who', 'loves', 'but', 'its', 'miracle', 'to', 'love', 'person', 'who', 'cant', 'love', 'anyone', 'except', 'gud', 'nyt']"
ham,"['hi', 'baby', 'ive', 'just', 'got', 'back', 'from', 'work', 'and', 'was', 'wanting', 'to', 'see', 'allday', 'hope', 'didnt', 'piss', 'off', 'on', 'the', 'phone', 'today', 'if', 'are', 'up', 'give', 'me', 'call', 'xxx']"
spam,"['freemsg', 'todays', 'the', 'day', 'if', 'you', 'are', 'ready', 'im', 'horny', 'live', 'in', 'your', 'town', 'love', 'sex', 'fun', 'games', 'netcollex', 'ltd', 'per', 'msg', 'reply', 'stop', 'to', 'end']"
ham,"['is', 'it', 'your', 'yahoo', 'boys', 'that', 'bring', 'in', 'the', 'perf', 'or', 'legal']"
ham,"['no', 'need', 'to', 'say', 'anything', 'to', 'me', 'know', 'am', 'an', 'outsider']"
ham,"['have', 'you', 'ever', 'had', 'one', 'foot', 'before']"
ham,"['just', 'got', 'to', 'ltgt']"
ham,"['good', 'no', 'don', 'need', 'any', 'receipts', 'well', 'done', 'yes', 'please', 'tell', 'what', 'her', 'number', 'could', 'ring', 'her']"
ham,"['ever', 'green', 'quote', 'ever', 'told', 'by', 'jerry', 'in', 'cartoon', 'person', 'who', 'irritates', 'always', 'is', 'the', 'one', 'who', 'loves', 'vry', 'much', 'but', 'fails', 'to', 'express', 'it', 'gud', 'nyt']"
ham,"['leave', 'it', 'wif', 'me', 'lar', 'wan', 'to', 'carry', 'meh', 'so', 'heavy', 'is', 'da', 'num', 'familiar', 'to']"
ham,"['beautiful', 'truth', 'expression', 'of', 'the', 'face', 'could', 'be', 'seen', 'by', 'everyone', 'but', 'the', 'depression', 'of', 'heart', 'could', 'be', 'understood', 'only', 'by', 'the', 'loved', 'ones', 'gud', 'ni']"
ham,"['infact', 'happy', 'new', 'year', 'how', 'are', 'you', 'where', 'are', 'you', 'when', 'are', 'we', 'seeing']"
spam,"['in', 'the', 'simpsons', 'movie', 'released', 'in', 'july', 'name', 'the', 'band', 'that', 'died', 'at', 'the', 'start', 'of', 'the', 'film', 'agreen', 'day', 'bblue', 'day', 'cred', 'day', 'send', 'or']"
ham,"['thats', 'shame', 'maybe', 'cld', 'meet', 'for', 'few', 'hrs', 'tomo']"
ham,"['lol', 'would', 'but', 'despite', 'these', 'cramps', 'like', 'being', 'girl']"
ham,"['can', 'wait', 'for', 'cornwall', 'hope', 'tonight', 'isn', 'too', 'bad', 'as', 'well', 'but', 'it', 'rock', 'night', 'shite', 'anyway', 'going', 'for', 'kip', 'now', 'have', 'good', 'night', 'speak', 'to', 'you', 'soon']"
ham,"['pls', 'help', 'me', 'tell', 'sura', 'that', 'im', 'expecting', 'battery', 'from', 'hont', 'and', 'that', 'if', 'should', 'pls', 'send', 'me', 'message', 'about', 'how', 'to', 'download', 'movies', 'thanks']"
spam,"['please', 'call', 'amanda', 'with', 'regard', 'to', 'renewing', 'or', 'upgrading', 'your', 'current', 'tmobile', 'handset', 'free', 'of', 'charge', 'offer', 'ends', 'today', 'tel', 'subject', 'to', 'ts', 'and', 'cs']"
ham,"['havent', 'found', 'way', 'to', 'get', 'another', 'app', 'for', 'your', 'phone', 'eh', 'will', 'you', 'go', 'to', 'the', 'net', 'cafe', 'did', 'you', 'take', 'that', 'job', 'geeee', 'need', 'you', 'babe', 'crave', 'to', 'see', 'you']"
ham,"['only', 'work', 'from', 'mon', 'to', 'thurs', 'but', 'sat', 'cant', 'leh', 'booked', 'liao', 'which', 'other', 'day', 'free']"
ham,"['comin', 'to', 'fetch', 'us', 'oredi']"
ham,"['whats', 'nannys', 'address']"
spam,"['urgent', 'your', 'costa', 'del', 'sol', 'holiday', 'or', 'await', 'collection', 'call', 'now', 'toclaim', 'sae', 'tc', 'pobox', 'stockport', 'skxh', 'cost', 'pm', 'maxmins']"
ham,"['haf', 'eaten', 'wat', 'time', 'wan', 'me', 'come']"
spam,"['want', 'new', 'video', 'phone', 'anytime', 'any', 'network', 'mins', 'half', 'price', 'line', 'rental', 'free', 'text', 'for', 'months', 'reply', 'or', 'call', 'for', 'free', 'delivery']"
ham,"['yo', 'call', 'me', 'when', 'you', 'get', 'the', 'chance', 'friend', 'of', 'mine', 'wanted', 'me', 'to', 'ask', 'you', 'about', 'big', 'order']"
ham,"['this', 'single', 'single', 'answers', 'are', 'we', 'fighting', 'plus', 'said', 'am', 'broke', 'and', 'you', 'didnt', 'reply']"
ham,"['it', 'certainly', 'puts', 'things', 'into', 'perspective', 'when', 'something', 'like', 'this', 'happens']"
ham,"['now', 'got', 'tv', 'watch', 'meh', 'no', 'work', 'today']"
ham,"['felt', 'sonot', 'any', 'conveying', 'reason', 'ese', 'he', 'what', 'about', 'me']"
spam,"['had', 'your', 'mobile', 'months', 'or', 'more', 'entitled', 'to', 'update', 'to', 'the', 'latest', 'colour', 'mobiles', 'with', 'camera', 'for', 'free', 'call', 'the', 'mobile', 'update', 'co', 'free', 'on']"
ham,"['hows', 'it', 'going', 'got', 'any', 'exciting', 'karaoke', 'type', 'activities', 'planned', 'im', 'debating', 'whether', 'to', 'play', 'football', 'this', 'eve', 'feeling', 'lazy', 'though']"
ham,"['told', 'that', 'am', 'coming', 'on', 'wednesday']"
ham,"['its', 'ok', 'called', 'mom', 'instead', 'have', 'fun']"
spam,"['dear', 'voucher', 'holder', 'to', 'claim', 'this', 'weeks', 'offer', 'at', 'your', 'pc', 'please', 'go', 'to', 'httpwwwwtlpcouktext', 'tscs', 'apply']"
ham,"['well', 'if', 'im', 'that', 'desperate', 'ill', 'just', 'call', 'armand', 'again']"
ham,"['are', 'you', 'at', 'work', 'right', 'now']"
spam,"['congrats', 'nokia', 'video', 'camera', 'phone', 'is', 'your', 'call', 'calls', 'cost', 'ppm', 'ave', 'call', 'mins', 'vary', 'from', 'mobiles', 'close', 'post', 'bcm', 'ldn', 'wcnxx']"
ham,"['havent', 'heard', 'anything', 'and', 'hes', 'not', 'answering', 'my', 'texts', 'so', 'im', 'guessing', 'he', 'flaked', 'that', 'said', 'the', 'jb', 'is', 'fantastic']"
ham,"['mmmmmm', 'love', 'youso', 'much', 'ahmad', 'cant', 'wait', 'for', 'this', 'year', 'to', 'begin', 'as', 'every', 'second', 'takes', 'me', 'closer', 'to', 'being', 'at', 'your', 'side', 'happy', 'new', 'year', 'my', 'love']"
ham,"['pls', 'whats', 'the', 'full', 'name', 'of', 'jokes', 'school', 'cos', 'fees', 'in', 'university', 'of', 'florida', 'seem', 'to', 'actually', 'be', 'ltgt', 'pls', 'holla', 'back']"
ham,"['sorry', 'ill', 'call', 'later']"
ham,"['ok', 'but', 'they', 'said', 'ive', 'got', 'wisdom', 'teeth', 'hidden', 'inside', 'mayb', 'need', 'remove']"
ham,"['and', 'pls', 'pls', 'drink', 'plenty', 'plenty', 'water']"
ham,"['how', 'are', 'you', 'doing', 'hows', 'the', 'queen', 'are', 'you', 'going', 'for', 'the', 'royal', 'wedding']"
ham,"['hes', 'in', 'lag', 'thats', 'just', 'the', 'sad', 'part', 'but', 'we', 'keep', 'in', 'touch', 'thanks', 'to', 'skype']"
ham,"['ok', 'lor', 'then', 'we', 'go', 'tog', 'lor']"
ham,"['two', 'teams', 'waiting', 'for', 'some', 'players']"
ham,"['can', 'send', 'me', 'copy', 'of', 'da', 'report']"
ham,"['swhrt', 'how', 'deyhope', 'ur', 'ok', 'tot', 'about', 'daylove', 'misstake', 'care']"
ham,"['ok', 'da', 'already', 'planned', 'wil', 'pick', 'you']"
spam,"['urgent', 'please', 'call', 'your', 'abta', 'complimentary', 'spanish', 'holiday', 'or', 'cash', 'await', 'collection', 'sae', 'tcs', 'box', 'po', 'ez', 'ppm']"
ham,"['sorry', 'ill', 'call', 'later', 'in', 'meeting']"
ham,"['just', 'really', 'need', 'shit', 'before', 'tomorrow', 'and', 'know', 'you', 'wont', 'be', 'awake', 'before', 'like']"
ham,"['im', 'good', 'have', 'you', 'registered', 'to', 'vote']"
ham,"['hmm', 'ok', 'ill', 'stay', 'for', 'like', 'an', 'hour', 'cos', 'my', 'eye', 'is', 'really', 'sore']"
ham,"['dear', 'got', 'bus', 'directly', 'to', 'calicut']"
